"District","FIPS","Year","Variable","Measure Type","Value"
"Kent School District","","2018-2019","Student Enrollment","Number","213"
"Killingly School District","901540500","2018-2019","Student Enrollment","Number","2501"
"LEARN","","2018-2019","Student Enrollment","Number","2509"
"Lebanon School District","901142390","2018-2019","Student Enrollment","Number","1005"
"Ledyard School District","901142600","2018-2019","Student Enrollment","Number","2431"
"Lisbon School District","","2018-2019","Student Enrollment","Number","408"
"Litchfield School District","900543370","2018-2019","Student Enrollment","Number","895"
"Madison School District","900944560","2018-2019","Student Enrollment","Number","2737"
"Manchester School District","900344700","2018-2019","Student Enrollment","Number","6251"
"Mansfield School District","","2018-2019","Student Enrollment","Number","1145"
"Marlborough School District","","2018-2019","Student Enrollment","Number","449"
"Meriden School District","900946520","2018-2019","Student Enrollment","Number","7973"
"Middletown School District","900747360","2018-2019","Student Enrollment","Number","4640"
"Milford School District","900947535","2018-2019","Student Enrollment","Number","5635"
"Monroe School District","900148620","2018-2019","Student Enrollment","Number","3118"
"Montville School District","901148900","2018-2019","Student Enrollment","Number","2077"
"Naugatuck School District","900949950","2018-2019","Student Enrollment","Number","4320"
"New Beginnings Inc. Family Academy District","","2018-2019","Student Enrollment","Number","482"
"New Britain School District","900350440","2018-2019","Student Enrollment","Number","10179"
"New Canaan School District","900150580","2018-2019","Student Enrollment","Number","4173"
"New Fairfield School District","900150860","2018-2019","Student Enrollment","Number","2246"
"New Hartford School District","","2018-2019","Student Enrollment","Number","446"
"New Haven School District","900952070","2018-2019","Student Enrollment","Number","21264"
"New London School District","901152350","2018-2019","Student Enrollment","Number","3555"
"New Milford School District","900552630","2018-2019","Student Enrollment","Number","3991"
"Newington School District","900352140","2018-2019","Student Enrollment","Number","4051"
"Newtown School District","900152980","2018-2019","Student Enrollment","Number","4306"
"Norfolk School District","","2018-2019","Student Enrollment","Number","96"
"North Branford School District","900953890","2018-2019","Student Enrollment","Number","1741"
"North Canaan School District","","2018-2019","Student Enrollment","Number","255"
"North Haven School District","900954870","2018-2019","Student Enrollment","Number","3165"
"North Stonington School District","901155500","2018-2019","Student Enrollment","Number","727"
"Norwalk School District","900156060","2018-2019","Student Enrollment","Number","11501"
"Norwich Free Academy District","","2018-2019","Student Enrollment","Number","2256"
"Norwich School District","901156270","2018-2019","Student Enrollment","Number","3621"
"Odyssey Community School District","","2018-2019","Student Enrollment","Number","329"
"Old Saybrook School District","900757320","2018-2019","Student Enrollment","Number","1219"
"Orange School District","","2018-2019","Student Enrollment","Number","1181"
"Oxford School District","900958300","2018-2019","Student Enrollment","Number","1799"
"Park City Prep Charter School District","","2018-2019","Student Enrollment","Number","360"
"Path Academy District","","2018-2019","Student Enrollment","Number","-6666"
"Plainfield School District","901559980","2018-2019","Student Enrollment","Number","2205"
"Plainville School District","900360120","2018-2019","Student Enrollment","Number","2353"
"Plymouth School District","900560750","2018-2019","Student Enrollment","Number","1429"
"Pomfret School District","","2018-2019","Student Enrollment","Number","381"
"Portland School District","900761800","2018-2019","Student Enrollment","Number","1323"
"Preston School District","","2018-2019","Student Enrollment","Number","446"
"Putnam School District","901562710","2018-2019","Student Enrollment","Number","1215"
"Redding School District","","2018-2019","Student Enrollment","Number","858"
"Regional School District 01","","2018-2019","Student Enrollment","Number","391"
"Regional School District 04","","2018-2019","Student Enrollment","Number","897"
"Regional School District 05","","2018-2019","Student Enrollment","Number","2186"
"Regional School District 06","","2018-2019","Student Enrollment","Number","912"
"Regional School District 07","","2018-2019","Student Enrollment","Number","1075"
"Regional School District 08","","2018-2019","Student Enrollment","Number","1456"
"Regional School District 09","","2018-2019","Student Enrollment","Number","889"
"Regional School District 10","","2018-2019","Student Enrollment","Number","2273"
"Regional School District 11","","2018-2019","Student Enrollment","Number","232"
"Regional School District 12","","2018-2019","Student Enrollment","Number","685"
"Regional School District 13","","2018-2019","Student Enrollment","Number","1617"
"Regional School District 14","","2018-2019","Student Enrollment","Number","1656"
"Regional School District 15","","2018-2019","Student Enrollment","Number","3628"
"Regional School District 16","","2018-2019","Student Enrollment","Number","2134"
"Regional School District 17","","2018-2019","Student Enrollment","Number","2026"
"Regional School District 18","","2018-2019","Student Enrollment","Number","1263"
"Regional School District 19","","2018-2019","Student Enrollment","Number","1150"
"Ridgefield School District","900163970","2018-2019","Student Enrollment","Number","4860"
"Rocky Hill School District","900365370","2018-2019","Student Enrollment","Number","2748"
"Salem School District","","2018-2019","Student Enrollment","Number","418"
"Salisbury School District","","2018-2019","Student Enrollment","Number","287"
"Scotland School District","","2018-2019","Student Enrollment","Number","105"
"Seymour School District","900967610","2018-2019","Student Enrollment","Number","2178"
"Sharon School District","","2018-2019","Student Enrollment","Number","115"
"Shelton School District","900168170","2018-2019","Student Enrollment","Number","4713"
"Sherman School District","","2018-2019","Student Enrollment","Number","279"
"Side By Side Charter School District","","2018-2019","Student Enrollment","Number","236"
"Simsbury School District","900368940","2018-2019","Student Enrollment","Number","4080"
"Somers School District","901369220","2018-2019","Student Enrollment","Number","1379"
"South Windsor School District","900371390","2018-2019","Student Enrollment","Number","4370"
"Southington School District","900370550","2018-2019","Student Enrollment","Number","6385"
"Sprague School District","","2018-2019","Student Enrollment","Number","320"
"Stafford School District","901372090","2018-2019","Student Enrollment","Number","1511"
"Stamford Academy District","","2018-2019","Student Enrollment","Number","152"
"Stamford Charter School for Excellence District","","2018-2019","Student Enrollment","Number","339"
"Stamford School District","900173070","2018-2019","Student Enrollment","Number","16053"
"Sterling School District","","2018-2019","Student Enrollment","Number","368"
"Stonington School District","901173770","2018-2019","Student Enrollment","Number","2050"
"Stratford School District","900174190","2018-2019","Student Enrollment","Number","6816"
"Suffield School District","900374540","2018-2019","Student Enrollment","Number","2148"
"The Bridge Academy District","","2018-2019","Student Enrollment","Number","281"
"The Gilbert School District","","2018-2019","Student Enrollment","Number","511"
"Thomaston School District","900575730","2018-2019","Student Enrollment","Number","853"
"Thompson School District","901575870","2018-2019","Student Enrollment","Number","994"
"Tolland School District","901376290","2018-2019","Student Enrollment","Number","2392"
"Torrington School District","900576570","2018-2019","Student Enrollment","Number","3912"
"Trailblazers Academy District","","2018-2019","Student Enrollment","Number","127"
"Trumbull School District","900177200","2018-2019","Student Enrollment","Number","6744"
"Unified School District #1","","2018-2019","Student Enrollment","Number","156"
"Unified School District #2","","2018-2019","Student Enrollment","Number","109"
"Union School District","","2018-2019","Student Enrollment","Number","-9999"
"Vernon School District","901378250","2018-2019","Student Enrollment","Number","3137"
"Voluntown School District","","2018-2019","Student Enrollment","Number","268"
"Wallingford School District","900978740","2018-2019","Student Enrollment","Number","5770"
"Waterbury School District","900980070","2018-2019","Student Enrollment","Number","18847"
"Waterford School District","901180280","2018-2019","Student Enrollment","Number","2519"
"Watertown School District","900580490","2018-2019","Student Enrollment","Number","2754"
"West Hartford School District","900382590","2018-2019","Student Enrollment","Number","9654"
"West Haven School District","900982870","2018-2019","Student Enrollment","Number","5916"
"Westbrook School District","900781680","2018-2019","Student Enrollment","Number","678"
"Western Connecticut Regional Educational Services","","2018-2019","Student Enrollment","Number","278"
"Weston School District","900183430","2018-2019","Student Enrollment","Number","2322"
"Westport School District","900183500","2018-2019","Student Enrollment","Number","5539"
"Wethersfield School District","900384900","2018-2019","Student Enrollment","Number","3620"
"Willington School District","","2018-2019","Student Enrollment","Number","430"
"Wilton School District","900186370","2018-2019","Student Enrollment","Number","3955"
"Winchester School District","900586440","2018-2019","Student Enrollment","Number","554"
"Windham School District","901586790","2018-2019","Student Enrollment","Number","3377"
"Windsor Locks School District","900387070","2018-2019","Student Enrollment","Number","1570"
"Windsor School District","900387000","2018-2019","Student Enrollment","Number","3297"
"Wolcott School District","900987560","2018-2019","Student Enrollment","Number","2244"
"Woodbridge School District","","2018-2019","Student Enrollment","Number","847"
"Woodstock Academy District","","2018-2019","Student Enrollment","Number","1098"
"Woodstock School District","","2018-2019","Student Enrollment","Number","841"
"Achievement First Bridgeport Academy District","","2019-2020","Student Enrollment","Number","1110"
"Achievement First Hartford Academy District","","2019-2020","Student Enrollment","Number","1169"
"Amistad Academy District","","2019-2020","Student Enrollment","Number","1103"
"Andover School District","","2019-2020","Student Enrollment","Number","195"
"Ansonia School District","900901220","2019-2020","Student Enrollment","Number","2284"
"Area Cooperative Educational Services","","2019-2020","Student Enrollment","Number","1836"
"Ashford School District","","2019-2020","Student Enrollment","Number","390"
"Avon School District","900302060","2019-2020","Student Enrollment","Number","3185"
"Barkhamsted School District","","2019-2020","Student Enrollment","Number","219"
"Berlin School District","","2019-2020","Student Enrollment","Number","2755"
"Bethany School District","","2019-2020","Student Enrollment","Number","370"
"Bethel School District","900104720","2019-2020","Student Enrollment","Number","3148"
"Bloomfield School District","900305910","2019-2020","Student Enrollment","Number","2206"
"Bolton School District","901306260","2019-2020","Student Enrollment","Number","779"
"Booker T Washington Academy District","","2019-2020","Student Enrollment","Number","420"
"Bozrah School District","","2019-2020","Student Enrollment","Number","190"
"Branford School District","900907310","2019-2020","Student Enrollment","Number","2802"
"Brass City Charter School District","","2019-2020","Student Enrollment","Number","326"
"Bridgeport School District","900108070","2019-2020","Student Enrollment","Number","20311"
"Bristol School District","900308490","2019-2020","Student Enrollment","Number","7976"
"Brookfield School District","900108980","2019-2020","Student Enrollment","Number","2623"
"Brooklyn School District","","2019-2020","Student Enrollment","Number","918"
"Canaan School District","","2019-2020","Student Enrollment","Number","67"
"Canterbury School District","","2019-2020","Student Enrollment","Number","475"
"Canton School District","900312270","2019-2020","Student Enrollment","Number","1574"
"Capital Preparatory Harbor School Inc. District","","2019-2020","Student Enrollment","Number","760"
"Capitol Region Education Council","","2019-2020","Student Enrollment","Number","8657"
"Chaplin School District","","2019-2020","Student Enrollment","Number","140"
"Charter School for Young Children on Asylum Hill","","2019-2020","Student Enrollment","Number","-6666"
"Cheshire School District","900914160","2019-2020","Student Enrollment","Number","4199"
"Chester School District","","2019-2020","Student Enrollment","Number","186"
"Clinton School District","900715350","2019-2020","Student Enrollment","Number","1682"
"Colchester School District","901115910","2019-2020","Student Enrollment","Number","2322"
"Colebrook School District","","2019-2020","Student Enrollment","Number","74"
"Columbia School District","","2019-2020","Student Enrollment","Number","410"
"Common Ground High School District","","2019-2020","Student Enrollment","Number","223"
"Connecticut","9","2019-2020","Student Enrollment","Number","527829"
"Connecticut Technical High School System","","2019-2020","Student Enrollment","Number","10995"
"Cooperative Educational Services","","2019-2020","Student Enrollment","Number","859"
"Cornwall School District","","2019-2020","Student Enrollment","Number","87"
"Coventry School District","","2019-2020","Student Enrollment","Number","1678"
"Cromwell School District","","2019-2020","Student Enrollment","Number","1982"
"Danbury School District","900118500","2019-2020","Student Enrollment","Number","11928"
"Darien School District","900118850","2019-2020","Student Enrollment","Number","4765"
"Deep River School District","","2019-2020","Student Enrollment","Number","235"
"Department of Mental Health and Addiction Services","","2019-2020","Student Enrollment","Number","7"
"Derby School District","900919550","2019-2020","Student Enrollment","Number","1295"
"East Granby School District","900322070","2019-2020","Student Enrollment","Number","836"
"East Haddam School District","","2019-2020","Student Enrollment","Number","997"
"East Hampton School District","900722490","2019-2020","Student Enrollment","Number","1842"
"East Hartford School District","900322630","2019-2020","Student Enrollment","Number","6793"
"East Haven School District","900922910","2019-2020","Student Enrollment","Number","2894"
"East Lyme School District","901123400","2019-2020","Student Enrollment","Number","2693"
"East Windsor School District","900324800","2019-2020","Student Enrollment","Number","1079"
"Eastern Connecticut Regional Educational Services","","2019-2020","Student Enrollment","Number","474"
"Eastford School District","","2019-2020","Student Enrollment","Number","151"
"Easton School District","","2019-2020","Student Enrollment","Number","885"
"Ellington School District","901325360","2019-2020","Student Enrollment","Number","2681"
"Elm City College Preparatory School District","","2019-2020","Student Enrollment","Number","767"
"Elm City Montessori School District","","2019-2020","Student Enrollment","Number","229"
"Enfield School District","900325990","2019-2020","Student Enrollment","Number","5045"
"Essex School District","","2019-2020","Student Enrollment","Number","331"
"Explorations District","","2019-2020","Student Enrollment","Number","93"
"Fairfield School District","900126620","2019-2020","Student Enrollment","Number","9671"
"Farmington School District","900327600","2019-2020","Student Enrollment","Number","4159"
"Franklin School District","","2019-2020","Student Enrollment","Number","160"
"Glastonbury School District","900331240","2019-2020","Student Enrollment","Number","5835"
"Granby School District","900332640","2019-2020","Student Enrollment","Number","1799"
"Great Oaks Charter School Bridgeport","","2019-2020","Student Enrollment","Number","555"
"Greenwich School District","900133620","2019-2020","Student Enrollment","Number","9048"
"Griswold School District","901133900","2019-2020","Student Enrollment","Number","1772"
"Groton School District","901134250","2019-2020","Student Enrollment","Number","4272"
"Guilford School District","900934950","2019-2020","Student Enrollment","Number","3259"
"Hamden School District","900935650","2019-2020","Student Enrollment","Number","5495"
"Hampton School District","","2019-2020","Student Enrollment","Number","90"
"Hartford School District","900337070","2019-2020","Student Enrollment","Number","18880"
"Hartland School District","","2019-2020","Student Enrollment","Number","157"
"Hebron School District","","2019-2020","Student Enrollment","Number","658"
"Highville Charter School District","","2019-2020","Student Enrollment","Number","460"
"Integrated Day Charter School District","","2019-2020","Student Enrollment","Number","352"
"Interdistrict School for Arts and Communication District","","2019-2020","Student Enrollment","Number","279"
"Jumoke Academy District","","2019-2020","Student Enrollment","Number","706"
"Kent School District","","2019-2020","Student Enrollment","Number","205"
"Killingly School District","901540500","2019-2020","Student Enrollment","Number","2490"
"LEARN","","2019-2020","Student Enrollment","Number","2518"
"Lebanon School District","901142390","2019-2020","Student Enrollment","Number","991"
"Ledyard School District","901142600","2019-2020","Student Enrollment","Number","2426"
"Lisbon School District","","2019-2020","Student Enrollment","Number","421"
"Litchfield School District","900543370","2019-2020","Student Enrollment","Number","889"
"Madison School District","900944560","2019-2020","Student Enrollment","Number","2626"
"Manchester School District","900344700","2019-2020","Student Enrollment","Number","6309"
"Mansfield School District","","2019-2020","Student Enrollment","Number","1133"
"Marlborough School District","","2019-2020","Student Enrollment","Number","448"
"Meriden School District","900946520","2019-2020","Student Enrollment","Number","8163"
"Middletown School District","900747360","2019-2020","Student Enrollment","Number","4620"
"Milford School District","900947535","2019-2020","Student Enrollment","Number","5621"
"Monroe School District","900148620","2019-2020","Student Enrollment","Number","3136"
"Montville School District","901148900","2019-2020","Student Enrollment","Number","2064"
"Naugatuck School District","900949950","2019-2020","Student Enrollment","Number","4372"
"New Beginnings Inc. Family Academy District","","2019-2020","Student Enrollment","Number","505"
"New Britain School District","900350440","2019-2020","Student Enrollment","Number","10093"
"New Canaan School District","900150580","2019-2020","Student Enrollment","Number","4221"
"New Fairfield School District","900150860","2019-2020","Student Enrollment","Number","2186"
"New Hartford School District","","2019-2020","Student Enrollment","Number","437"
"New Haven School District","900952070","2019-2020","Student Enrollment","Number","20675"
"New London School District","901152350","2019-2020","Student Enrollment","Number","3440"
"New Milford School District","900552630","2019-2020","Student Enrollment","Number","3948"
"Newington School District","900352140","2019-2020","Student Enrollment","Number","4015"
"Newtown School District","900152980","2019-2020","Student Enrollment","Number","4188"
"Norfolk School District","","2019-2020","Student Enrollment","Number","74"
"North Branford School District","900953890","2019-2020","Student Enrollment","Number","1700"
"North Canaan School District","","2019-2020","Student Enrollment","Number","253"
"North Haven School District","900954870","2019-2020","Student Enrollment","Number","3181"
"North Stonington School District","901155500","2019-2020","Student Enrollment","Number","747"
"Norwalk School District","900156060","2019-2020","Student Enrollment","Number","11716"
"Norwich Free Academy District","","2019-2020","Student Enrollment","Number","2266"
"Norwich School District","901156270","2019-2020","Student Enrollment","Number","3588"
"Odyssey Community School District","","2019-2020","Student Enrollment","Number","329"
"Old Saybrook School District","900757320","2019-2020","Student Enrollment","Number","1195"
"Orange School District","","2019-2020","Student Enrollment","Number","1236"
"Oxford School District","900958300","2019-2020","Student Enrollment","Number","1722"
"Park City Prep Charter School District","","2019-2020","Student Enrollment","Number","361"
"Path Academy District","","2019-2020","Student Enrollment","Number","-6666"
"Plainfield School District","901559980","2019-2020","Student Enrollment","Number","2180"
"Plainville School District","900360120","2019-2020","Student Enrollment","Number","2356"
"Plymouth School District","900560750","2019-2020","Student Enrollment","Number","1368"
"Pomfret School District","","2019-2020","Student Enrollment","Number","385"
"Portland School District","900761800","2019-2020","Student Enrollment","Number","1310"
"Preston School District","","2019-2020","Student Enrollment","Number","438"
"Putnam School District","901562710","2019-2020","Student Enrollment","Number","1175"
"Redding School District","","2019-2020","Student Enrollment","Number","836"
"Regional School District 01","","2019-2020","Student Enrollment","Number","362"
"Regional School District 04","","2019-2020","Student Enrollment","Number","858"
"Regional School District 05","","2019-2020","Student Enrollment","Number","2185"
"Regional School District 06","","2019-2020","Student Enrollment","Number","917"
"Regional School District 07","","2019-2020","Student Enrollment","Number","1036"
"Regional School District 08","","2019-2020","Student Enrollment","Number","1412"
"Regional School District 09","","2019-2020","Student Enrollment","Number","867"
"Regional School District 10","","2019-2020","Student Enrollment","Number","2242"
"Regional School District 11","","2019-2020","Student Enrollment","Number","207"
"Regional School District 12","","2019-2020","Student Enrollment","Number","706"
"Regional School District 13","","2019-2020","Student Enrollment","Number","1517"
"Regional School District 14","","2019-2020","Student Enrollment","Number","1592"
"Regional School District 15","","2019-2020","Student Enrollment","Number","3677"
"Regional School District 16","","2019-2020","Student Enrollment","Number","2084"
"Regional School District 17","","2019-2020","Student Enrollment","Number","1958"
"Regional School District 18","","2019-2020","Student Enrollment","Number","1290"
"Regional School District 19","","2019-2020","Student Enrollment","Number","1102"
"Ridgefield School District","900163970","2019-2020","Student Enrollment","Number","4707"
"Rocky Hill School District","900365370","2019-2020","Student Enrollment","Number","2701"
"Salem School District","","2019-2020","Student Enrollment","Number","422"
"Salisbury School District","","2019-2020","Student Enrollment","Number","284"
"Scotland School District","","2019-2020","Student Enrollment","Number","106"
"Seymour School District","900967610","2019-2020","Student Enrollment","Number","2179"
"Sharon School District","","2019-2020","Student Enrollment","Number","103"
"Shelton School District","900168170","2019-2020","Student Enrollment","Number","4674"
"Sherman School District","","2019-2020","Student Enrollment","Number","275"
"Side By Side Charter School District","","2019-2020","Student Enrollment","Number","236"
"Simsbury School District","900368940","2019-2020","Student Enrollment","Number","4091"
"Somers School District","901369220","2019-2020","Student Enrollment","Number","1353"
"South Windsor School District","900371390","2019-2020","Student Enrollment","Number","4554"
"Southington School District","900370550","2019-2020","Student Enrollment","Number","6336"
"Sprague School District","","2019-2020","Student Enrollment","Number","280"
"Stafford School District","901372090","2019-2020","Student Enrollment","Number","1459"
"Stamford Academy District","","2019-2020","Student Enrollment","Number","147"
"Stamford Charter School for Excellence District","","2019-2020","Student Enrollment","Number","395"
"Stamford School District","900173070","2019-2020","Student Enrollment","Number","16600"
"Sterling School District","","2019-2020","Student Enrollment","Number","365"
"Stonington School District","901173770","2019-2020","Student Enrollment","Number","1981"
"Stratford School District","900174190","2019-2020","Student Enrollment","Number","6862"
"Suffield School District","900374540","2019-2020","Student Enrollment","Number","2127"
"The Bridge Academy District","","2019-2020","Student Enrollment","Number","281"
"The Gilbert School District","","2019-2020","Student Enrollment","Number","467"
"Thomaston School District","900575730","2019-2020","Student Enrollment","Number","857"
"Thompson School District","901575870","2019-2020","Student Enrollment","Number","995"
"Tolland School District","901376290","2019-2020","Student Enrollment","Number","2354"
"Torrington School District","900576570","2019-2020","Student Enrollment","Number","3857"
"Trailblazers Academy District","","2019-2020","Student Enrollment","Number","-6666"
"Trumbull School District","900177200","2019-2020","Student Enrollment","Number","6808"
"Unified School District #1","","2019-2020","Student Enrollment","Number","158"
"Unified School District #2","","2019-2020","Student Enrollment","Number","95"
"Union School District","","2019-2020","Student Enrollment","Number","46"
"Vernon School District","901378250","2019-2020","Student Enrollment","Number","3151"
"Voluntown School District","","2019-2020","Student Enrollment","Number","264"
"Wallingford School District","900978740","2019-2020","Student Enrollment","Number","5693"
"Waterbury School District","900980070","2019-2020","Student Enrollment","Number","18807"
"Waterford School District","901180280","2019-2020","Student Enrollment","Number","2469"
"Watertown School District","900580490","2019-2020","Student Enrollment","Number","2724"
"West Hartford School District","900382590","2019-2020","Student Enrollment","Number","9502"
"West Haven School District","900982870","2019-2020","Student Enrollment","Number","5865"
"Westbrook School District","900781680","2019-2020","Student Enrollment","Number","669"
"Western Connecticut Regional Educational Services","","2019-2020","Student Enrollment","Number","265"
"Weston School District","900183430","2019-2020","Student Enrollment","Number","2290"
"Westport School District","900183500","2019-2020","Student Enrollment","Number","5344"
"Wethersfield School District","900384900","2019-2020","Student Enrollment","Number","3610"
"Willington School District","","2019-2020","Student Enrollment","Number","439"
"Wilton School District","900186370","2019-2020","Student Enrollment","Number","3870"
"Winchester School District","900586440","2019-2020","Student Enrollment","Number","575"
"Windham School District","901586790","2019-2020","Student Enrollment","Number","3345"
"Windsor Locks School District","900387070","2019-2020","Student Enrollment","Number","1599"
"Windsor School District","900387000","2019-2020","Student Enrollment","Number","3345"
"Wolcott School District","900987560","2019-2020","Student Enrollment","Number","2196"
"Woodbridge School District","","2019-2020","Student Enrollment","Number","841"
"Woodstock Academy District","","2019-2020","Student Enrollment","Number","1107"
"Woodstock School District","","2019-2020","Student Enrollment","Number","824"
"Achievement First Bridgeport Academy District","","2020-2021","Student Enrollment","Number","1127"
"Achievement First Hartford Academy District","","2020-2021","Student Enrollment","Number","1164"
"Amistad Academy District","","2020-2021","Student Enrollment","Number","1134"
"Andover School District","","2020-2021","Student Enrollment","Number","174"
"Ansonia School District","900901220","2020-2021","Student Enrollment","Number","2238"
"Area Cooperative Educational Services","","2020-2021","Student Enrollment","Number","1826"
"Ashford School District","","2020-2021","Student Enrollment","Number","370"
"Avon School District","900302060","2020-2021","Student Enrollment","Number","3128"
"Barkhamsted School District","","2020-2021","Student Enrollment","Number","203"
"Berlin School District","","2020-2021","Student Enrollment","Number","2715"
"Bethany School District","","2020-2021","Student Enrollment","Number","370"
"Bethel School District","900104720","2020-2021","Student Enrollment","Number","3089"
"Bloomfield School District","900305910","2020-2021","Student Enrollment","Number","2080"
"Bolton School District","901306260","2020-2021","Student Enrollment","Number","753"
"Booker T Washington Academy District","","2020-2021","Student Enrollment","Number","480"
"Bozrah School District","","2020-2021","Student Enrollment","Number","180"
"Branford School District","900907310","2020-2021","Student Enrollment","Number","2590"
"Brass City Charter School District","","2020-2021","Student Enrollment","Number","361"
"Bridgeport School District","900108070","2020-2021","Student Enrollment","Number","19449"
"Bristol School District","900308490","2020-2021","Student Enrollment","Number","7726"
"Brookfield School District","900108980","2020-2021","Student Enrollment","Number","2563"
"Brooklyn School District","","2020-2021","Student Enrollment","Number","831"
"Canaan School District","","2020-2021","Student Enrollment","Number","68"
"Canterbury School District","","2020-2021","Student Enrollment","Number","435"
"Canton School District","900312270","2020-2021","Student Enrollment","Number","1517"
"Capital Preparatory Harbor School Inc. District","","2020-2021","Student Enrollment","Number","785"
"Capitol Region Education Council","","2020-2021","Student Enrollment","Number","8799"
"Chaplin School District","","2020-2021","Student Enrollment","Number","131"
"Charter School for Young Children on Asylum Hill","","2020-2021","Student Enrollment","Number","-6666"
"Cheshire School District","900914160","2020-2021","Student Enrollment","Number","4122"
"Chester School District","","2020-2021","Student Enrollment","Number","201"
"Clinton School District","900715350","2020-2021","Student Enrollment","Number","1570"
"Colchester School District","901115910","2020-2021","Student Enrollment","Number","2193"
"Colebrook School District","","2020-2021","Student Enrollment","Number","75"
"Columbia School District","","2020-2021","Student Enrollment","Number","402"
"Common Ground High School District","","2020-2021","Student Enrollment","Number","236"
"Connecticut","9","2020-2021","Student Enrollment","Number","513079"
"Connecticut Technical High School System","","2020-2021","Student Enrollment","Number","11338"
"Cooperative Educational Services","","2020-2021","Student Enrollment","Number","789"
"Cornwall School District","","2020-2021","Student Enrollment","Number","104"
"Coventry School District","","2020-2021","Student Enrollment","Number","1606"
"Cromwell School District","","2020-2021","Student Enrollment","Number","1989"
"Danbury School District","900118500","2020-2021","Student Enrollment","Number","11834"
"Darien School District","900118850","2020-2021","Student Enrollment","Number","4682"
"Deep River School District","","2020-2021","Student Enrollment","Number","218"
"Department of Mental Health and Addiction Services","","2020-2021","Student Enrollment","Number","-9999"
"Derby School District","900919550","2020-2021","Student Enrollment","Number","1234"
"East Granby School District","900322070","2020-2021","Student Enrollment","Number","834"
"East Haddam School District","","2020-2021","Student Enrollment","Number","935"
"East Hampton School District","900722490","2020-2021","Student Enrollment","Number","1824"
"East Hartford School District","900322630","2020-2021","Student Enrollment","Number","6581"
"East Haven School District","900922910","2020-2021","Student Enrollment","Number","2801"
"East Lyme School District","901123400","2020-2021","Student Enrollment","Number","2612"
"East Windsor School District","900324800","2020-2021","Student Enrollment","Number","1050"
"Eastern Connecticut Regional Educational Services","","2020-2021","Student Enrollment","Number","444"
"Eastford School District","","2020-2021","Student Enrollment","Number","140"
"Easton School District","","2020-2021","Student Enrollment","Number","858"
"Ellington School District","901325360","2020-2021","Student Enrollment","Number","2626"
"Elm City College Preparatory School District","","2020-2021","Student Enrollment","Number","774"
"Elm City Montessori School District","","2020-2021","Student Enrollment","Number","259"
"Enfield School District","900325990","2020-2021","Student Enrollment","Number","4921"
"Essex School District","","2020-2021","Student Enrollment","Number","313"
"Explorations District","","2020-2021","Student Enrollment","Number","86"
"Fairfield School District","900126620","2020-2021","Student Enrollment","Number","9444"
"Farmington School District","900327600","2020-2021","Student Enrollment","Number","4086"
"Franklin School District","","2020-2021","Student Enrollment","Number","165"
"Glastonbury School District","900331240","2020-2021","Student Enrollment","Number","5758"
"Granby School District","900332640","2020-2021","Student Enrollment","Number","1729"
"Great Oaks Charter School Bridgeport","","2020-2021","Student Enrollment","Number","670"
"Greenwich School District","900133620","2020-2021","Student Enrollment","Number","8796"
"Griswold School District","901133900","2020-2021","Student Enrollment","Number","1671"
"Groton School District","901134250","2020-2021","Student Enrollment","Number","4068"
"Guilford School District","900934950","2020-2021","Student Enrollment","Number","3105"
"Hamden School District","900935650","2020-2021","Student Enrollment","Number","5344"
"Hampton School District","","2020-2021","Student Enrollment","Number","73"
"Hartford School District","900337070","2020-2021","Student Enrollment","Number","17733"
"Hartland School District","","2020-2021","Student Enrollment","Number","145"
"Hebron School District","","2020-2021","Student Enrollment","Number","636"
"Highville Charter School District","","2020-2021","Student Enrollment","Number","447"
"Integrated Day Charter School District","","2020-2021","Student Enrollment","Number","353"
"Interdistrict School for Arts and Communication District","","2020-2021","Student Enrollment","Number","281"
"Jumoke Academy District","","2020-2021","Student Enrollment","Number","686"
"Kent School District","","2020-2021","Student Enrollment","Number","207"
"Killingly School District","901540500","2020-2021","Student Enrollment","Number","2336"
"LEARN","","2020-2021","Student Enrollment","Number","2359"
"Lebanon School District","901142390","2020-2021","Student Enrollment","Number","948"
"Ledyard School District","901142600","2020-2021","Student Enrollment","Number","2358"
"Lisbon School District","","2020-2021","Student Enrollment","Number","430"
"Litchfield School District","900543370","2020-2021","Student Enrollment","Number","821"
"Madison School District","900944560","2020-2021","Student Enrollment","Number","2478"
"Manchester School District","900344700","2020-2021","Student Enrollment","Number","6091"
"Mansfield School District","","2020-2021","Student Enrollment","Number","1039"
"Marlborough School District","","2020-2021","Student Enrollment","Number","442"
"Meriden School District","900946520","2020-2021","Student Enrollment","Number","8118"
"Middletown School District","900747360","2020-2021","Student Enrollment","Number","4409"
"Milford School District","900947535","2020-2021","Student Enrollment","Number","5433"
"Monroe School District","900148620","2020-2021","Student Enrollment","Number","3179"
"Montville School District","901148900","2020-2021","Student Enrollment","Number","1964"
"Naugatuck School District","900949950","2020-2021","Student Enrollment","Number","4255"
"New Beginnings Inc. Family Academy District","","2020-2021","Student Enrollment","Number","502"
"New Britain School District","900350440","2020-2021","Student Enrollment","Number","9665"
"New Canaan School District","900150580","2020-2021","Student Enrollment","Number","4232"
"New Fairfield School District","900150860","2020-2021","Student Enrollment","Number","2132"
"New Hartford School District","","2020-2021","Student Enrollment","Number","420"
